date,channel,campaign_name,impressions,clicks,conversions,spend,revenue
2023-12-06,Display,Contextual_Targeting,12562,37,0,12.79,0.0
2023-12-06,Search,Competitor_Terms,1277,103,14,300.14,399.36
2023-12-09,Search,Product_Category,902,78,11,222.03,1458.42
2023-12-09,Display,Contextual_Targeting,9630,43,0,12.06,0.0
2023-12-09,Social,Product_Launch_IG,6347,66,1,88.78,133.53
2023-12-09,Email,Promo_Flash_Sale,1212,33,1,16.67,25.09
2023-12-13,Display,Banner_Homepage,15620,85,0,26.17,0.0
2023-12-13,Search,Product_Category,1582,139,14,416.21,2039.07
2023-12-13,Email,Promo_Flash_Sale,2547,65,7,35.02,987.74
2023-12-13,Social,Brand_Awareness_FB,8567,128,3,167.98,185.44
2023-12-17,Email,Onboarding_Drip,1513,45,4,26.67,510.83
2023-12-17,Display,Remarketing_Cart,9137,24,0,8.25,0.0
2023-12-17,Social,Brand_Awareness_FB,5379,52,1,51.61,57.08
2023-12-17,Search,Product_Category,648,40,4,86.65,307.01
2023-12-21,Email,Promo_Flash_Sale,1807,80,5,37.1,719.79
2023-12-21,Display,Lookalike_Audience,10662,32,0,10.45,0.0
2023-12-21,Search,Product_Category,1453,89,12,232.05,951.3
2023-12-21,Social,Influencer_Collab,9977,87,1,122.85,147.26
2023-12-24,Display,Lookalike_Audience,6944,28,0,9.7,0.0
2023-12-24,Search,Product_Category,1183,75,5,208.87,419.34
2023-12-24,Email,Re-engagement_Win-back,1453,32,2,18.18,88.4
2023-12-24,Social,Retargeting_TikTok,4328,65,2,77.39,74.25
2023-12-28,Display,Remarketing_Cart,11798,43,0,10.5,0.0
2023-12-28,Search,Long_Tail_Queries,1598,97,12,278.09,1012.24
2023-12-28,Email,Newsletter_Weekly,2463,67,4,27.63,476.12
2023-12-28,Social,Influencer_Collab,9232,138,3,182.59,160.32
2023-12-31,Social,Retargeting_TikTok,5688,94,2,135.24,206.81
2023-12-31,Display,Banner_Homepage,9653,51,0,16.53,0.0
2023-12-31,Search,Product_Category,850,65,10,135.66,945.46
2023-12-31,Email,Newsletter_Weekly,2271,76,8,32.94,411.89
2024-01-04,Social,Influencer_Collab,7281,113,4,156.1,232.07
2024-01-04,Email,Newsletter_Weekly,1472,54,4,32.02,150.1
2024-01-04,Search,Product_Category,718,38,2,99.13,223.42
2024-01-04,Display,Lookalike_Audience,11081,28,0,7.62,0.0
2024-01-07,Display,Remarketing_Cart,7963,29,0,8.78,0.0
2024-01-07,Social,Influencer_Collab,5148,52,1,65.02,36.16
2024-01-07,Email,Re-engagement_Win-back,1151,40,3,16.79,400.84
2024-01-07,Search,Product_Category,809,63,10,177.72,894.09
2024-01-10,Email,Re-engagement_Win-back,1636,55,6,29.75,355.48
2024-01-10,Display,Remarketing_Cart,7359,18,0,6.0,0.0
2024-01-10,Social,Influencer_Collab,6941,58,0,66.05,0.0
2024-01-10,Search,Product_Category,1080,61,4,176.56,474.48
2024-01-14,Search,Brand_Keywords,889,55,4,126.62,360.32
2024-01-14,Display,Lookalike_Audience,5175,28,0,9.54,0.0
2024-01-14,Social,Influencer_Collab,3830,49,2,63.8,227.34
2024-01-14,Email,Newsletter_Weekly,4586,100,1,21.13,120.95
2024-01-17,Display,Remarketing_Cart,10057,47,0,16.89,0.0
2024-01-17,Social,Influencer_Collab,5420,65,1,64.17,132.16
2024-01-17,Email,Onboarding_Drip,2221,76,5,34.6,328.21
2024-01-17,Search,Long_Tail_Queries,1169,86,12,228.36,1796.2
2024-01-21,Social,Retargeting_TikTok,4178,48,1,62.79,94.88
2024-01-21,Display,Banner_Homepage,6533,21,0,6.23,0.0
2024-01-21,Search,Product_Category,833,42,3,120.6,232.68
2024-01-21,Email,Promo_Flash_Sale,1779,70,5,39.84,650.4
2024-01-25,Display,Banner_Homepage,7825,25,0,6.51,0.0
2024-01-25,Email,Promo_Flash_Sale,2575,90,9,42.87,560.65
2024-01-25,Social,Retargeting_TikTok,5444,49,1,60.43,138.33
2024-01-25,Search,Brand_Keywords,1355,65,4,151.62,593.32
2024-01-29,Search,Brand_Keywords,1268,72,5,171.62,492.92
2024-01-29,Display,Remarketing_Cart,9992,33,0,10.28,0.0
2024-01-29,Email,Promo_Flash_Sale,2278,88,6,52.19,437.49
2024-01-29,Social,Product_Launch_IG,20272,360,5,174.67,456.9
2024-02-01,Display,Lookalike_Audience,12668,56,0,18.08,0.0
2024-02-01,Search,Brand_Keywords,1300,104,10,274.59,1214.06
2024-02-01,Social,Retargeting_TikTok,6040,85,1,111.55,98.71
2024-02-01,Email,Newsletter_Weekly,2809,97,9,42.0,1245.26
2024-02-05,Search,Competitor_Terms,905,40,3,87.99,173.62
2024-02-05,Email,Onboarding_Drip,2476,66,6,26.52,465.65
2024-02-05,Social,Retargeting_TikTok,7906,110,3,153.05,266.84
2024-02-05,Display,Contextual_Targeting,10777,39,0,11.93,0.0
2024-02-08,Social,Retargeting_TikTok,8726,69,2,96.21,211.08
2024-02-08,Email,Newsletter_Weekly,1884,40,1,16.88,96.77
2024-02-08,Display,Remarketing_Cart,11426,31,0,10.75,0.0
2024-02-08,Search,Product_Category,1026,42,6,120.71,789.19
2024-02-11,Email,Promo_Flash_Sale,1456,48,4,27.63,146.48
2024-02-11,Search,Competitor_Terms,925,74,5,199.52,161.65
2024-02-11,Display,Lookalike_Audience,6473,34,0,10.48,0.0
2024-02-11,Social,Influencer_Collab,4077,45,1,61.25,111.24
2024-02-14,Display,Banner_Homepage,12170,55,0,14.18,0.0
2024-02-14,Email,Re-engagement_Win-back,2808,128,12,74.03,1024.62
2024-02-14,Search,Competitor_Terms,1583,116,11,292.68,1238.3
2024-02-14,Social,Product_Launch_IG,7416,57,1,55.06,133.54
2024-02-17,Display,Lookalike_Audience,10016,24,0,5.86,0.0
2024-02-17,Search,Long_Tail_Queries,652,40,5,83.52,436.54
2024-02-17,Email,Re-engagement_Win-back,1778,45,4,25.67,534.71
2024-02-17,Social,Product_Launch_IG,4870,50,1,60.17,93.81
2024-02-21,Social,Product_Launch_IG,8221,108,3,137.75,343.47
2024-02-21,Email,Onboarding_Drip,2601,87,5,49.16,635.37
2024-02-21,Search,Brand_Keywords,890,51,6,142.8,560.77
2024-02-21,Display,Remarketing_Cart,9236,27,0,8.8,0.0
2024-02-25,Search,Competitor_Terms,1155,45,6,114.9,474.61
2024-02-25,Display,Lookalike_Audience,10078,29,0,7.32,0.0
2024-02-25,Email,Re-engagement_Win-back,1309,58,3,32.76,146.47
2024-02-25,Social,Product_Launch_IG,4112,54,1,55.03,136.47
2024-02-29,Display,Lookalike_Audience,16437,46,0,16.42,0.0
2024-02-29,Search,Product_Category,1478,129,17,283.91,1751.36
2024-02-29,Email,Onboarding_Drip,2340,89,8,40.02,597.87
2024-02-29,Social,Retargeting_TikTok,7968,67,1,86.83,118.55
2024-03-03,Search,Product_Category,761,59,4,134.91,225.28
2024-03-03,Social,Brand_Awareness_FB,7122,80,1,80.89,72.61
2024-03-03,Display,Remarketing_Cart,7641,31,0,9.12,0.0
2024-03-03,Email,Onboarding_Drip,2014,74,6,43.55,682.59
2024-03-07,Email,Re-engagement_Win-back,2127,91,9,41.64,972.56
2024-03-07,Search,Product_Category,1444,114,18,322.62,2500.84
2024-03-07,Social,Product_Launch_IG,7995,118,4,167.98,126.9
2024-03-07,Display,Remarketing_Cart,15529,64,1,21.32,145.54
2024-03-10,Display,Remarketing_Cart,7084,33,0,11.71,0.0
2024-03-10,Search,Product_Category,1007,79,10,224.61,626.44
2024-03-10,Email,Promo_Flash_Sale,1450,37,3,17.59,235.69
2024-03-10,Social,Retargeting_TikTok,4742,72,1,85.24,142.19
2024-03-14,Email,Onboarding_Drip,2651,85,5,49.02,539.58
2024-03-14,Search,Brand_Keywords,1059,60,5,158.54,699.13
2024-03-14,Social,Brand_Awareness_FB,7159,103,3,148.15,383.88
2024-03-14,Display,Lookalike_Audience,15293,52,1,18.38,73.23
2024-03-17,Display,Banner_Homepage,10592,57,1,14.73,82.4
2024-03-17,Email,Promo_Flash_Sale,2276,100,6,56.06,484.17
2024-03-17,Social,Brand_Awareness_FB,5429,43,0,61.33,0.0
2024-03-17,Search,Long_Tail_Queries,804,57,4,153.07,517.83
2024-03-20,Display,Remarketing_Cart,12189,65,0,22.01,0.0
2024-03-20,Social,Brand_Awareness_FB,30469,193,2,107.81,79.58
2024-03-20,Search,Brand_Keywords,1571,67,11,141.11,1356.98
2024-03-20,Email,Re-engagement_Win-back,1926,83,7,42.74,374.19
2024-03-24,Email,Onboarding_Drip,2136,92,9,42.23,938.3
2024-03-24,Search,Long_Tail_Queries,1014,89,8,244.6,1103.55
2024-03-24,Social,Influencer_Collab,7904,57,2,58.59,60.44
2024-03-24,Display,Banner_Homepage,12338,63,0,16.51,0.0
2024-03-28,Email,Newsletter_Weekly,2958,109,4,59.97,595.04
2024-03-28,Social,Product_Launch_IG,7820,61,1,79.81,85.9
2024-03-28,Search,Product_Category,1578,80,7,165.58,344.31
2024-03-28,Display,Contextual_Targeting,15309,51,0,15.7,0.0
2024-04-01,Display,Contextual_Targeting,16453,72,1,24.99,131.2
2024-04-01,Search,Product_Category,1162,81,13,231.56,552.5
2024-04-01,Social,Brand_Awareness_FB,9991,103,3,120.9,365.54
2024-04-01,Email,Promo_Flash_Sale,1901,53,3,29.04,238.55
2024-04-05,Social,Brand_Awareness_FB,8500,133,4,182.4,166.94
2024-04-05,Search,Competitor_Terms,1363,88,12,250.62,1509.81
2024-04-05,Email,Onboarding_Drip,3390,123,10,73.77,840.13
2024-04-05,Display,Remarketing_Cart,16781,47,0,14.47,0.0
2024-04-09,Email,Promo_Flash_Sale,3466,76,7,33.92,406.31
2024-04-09,Social,Retargeting_TikTok,9242,136,3,190.48,405.58
2024-04-09,Display,Remarketing_Cart,13547,48,0,16.69,0.0
2024-04-09,Search,Competitor_Terms,1114,99,13,225.08,1530.6
2024-04-13,Email,Promo_Flash_Sale,1759,79,6,39.22,603.16
2024-04-13,Social,Brand_Awareness_FB,6202,58,1,63.5,43.78
2024-04-13,Search,Competitor_Terms,1129,68,6,143.71,656.42
2024-04-13,Display,Banner_Homepage,11204,41,0,10.47,0.0
2024-04-17,Email,Newsletter_Weekly,2031,57,3,33.72,299.76
2024-04-17,Search,Competitor_Terms,1802,86,13,223.67,1616.25
2024-04-17,Display,Banner_Homepage,15860,63,0,20.3,0.0
2024-04-17,Social,Influencer_Collab,11326,160,6,226.35,312.45
2024-04-21,Search,Long_Tail_Queries,783,57,9,144.74,226.35
2024-04-21,Social,Brand_Awareness_FB,6891,61,2,76.12,269.44
2024-04-21,Email,Promo_Flash_Sale,1802,44,1,22.2,138.67
2024-04-21,Display,Contextual_Targeting,10506,37,0,11.23,0.0
2024-04-24,Search,Product_Category,1669,133,17,281.67,440.29
2024-04-24,Email,Re-engagement_Win-back,2930,122,12,65.8,446.58
2024-04-24,Social,Brand_Awareness_FB,10752,171,2,213.27,185.93
2024-04-24,Display,Lookalike_Audience,14025,38,0,11.79,0.0
2024-04-27,Email,Re-engagement_Win-back,2524,81,4,41.34,378.78
2024-04-27,Search,Product_Category,1194,74,10,159.97,518.07
2024-04-27,Social,Brand_Awareness_FB,5537,56,1,72.72,116.97
2024-04-27,Display,Banner_Homepage,12272,53,0,13.05,0.0
2024-05-01,Search,Brand_Keywords,1610,99,8,263.03,1003.91
2024-05-01,Social,Product_Launch_IG,11685,129,4,141.58,581.76
2024-05-01,Display,Banner_Homepage,17388,70,1,21.97,109.25
2024-05-01,Email,Re-engagement_Win-back,2738,103,4,46.62,285.42
2024-05-05,Search,Brand_Keywords,944,76,6,225.19,491.07
2024-05-05,Social,Retargeting_TikTok,7418,58,1,63.6,128.72
2024-05-05,Email,Newsletter_Weekly,1465,42,3,22.43,227.04
2024-05-05,Display,Lookalike_Audience,8902,32,0,7.96,0.0
2024-05-08,Social,Product_Launch_IG,10276,162,6,193.0,343.36
2024-05-08,Email,Re-engagement_Win-back,3103,149,12,82.55,1436.21
2024-05-08,Display,Remarketing_Cart,13927,66,0,20.23,0.0
2024-05-08,Search,Brand_Keywords,6147,186,8,245.3,716.5
2024-05-11,Social,Brand_Awareness_FB,7922,72,1,77.75,102.32
2024-05-11,Email,Promo_Flash_Sale,1572,65,7,28.47,819.97
2024-05-11,Search,Brand_Keywords,799,34,5,84.75,129.14
2024-05-11,Display,Lookalike_Audience,12522,44,0,15.3,0.0
2024-05-15,Social,Brand_Awareness_FB,9097,112,3,128.69,332.38
2024-05-15,Email,Re-engagement_Win-back,2238,94,7,45.08,831.4
2024-05-15,Display,Lookalike_Audience,13522,69,0,18.74,0.0
2024-05-15,Search,Product_Category,1650,103,14,207.22,718.82
2024-05-18,Display,Contextual_Targeting,8292,33,0,11.28,0.0
2024-05-18,Email,Re-engagement_Win-back,1563,51,3,28.07,211.9
2024-05-18,Social,Product_Launch_IG,5195,43,1,46.0,37.48
2024-05-18,Search,Brand_Keywords,1063,88,7,246.4,821.22
2024-05-21,Display,Banner_Homepage,18851,62,0,18.68,0.0
2024-05-21,Search,Competitor_Terms,1327,80,8,214.37,805.58
2024-05-21,Email,Onboarding_Drip,2334,105,4,44.08,181.67
2024-05-21,Social,Retargeting_TikTok,9021,119,3,133.36,210.36
2024-05-25,Display,Remarketing_Cart,11700,47,0,12.22,0.0
2024-05-25,Search,Product_Category,1112,84,11,201.22,1495.58
2024-05-25,Social,Retargeting_TikTok,6867,87,3,86.5,135.75
2024-05-25,Email,Re-engagement_Win-back,2040,69,8,39.58,840.58
2024-05-28,Social,Product_Launch_IG,9308,69,1,91.58,35.41
2024-05-28,Search,Competitor_Terms,1086,94,10,209.56,1171.99
2024-05-28,Email,Re-engagement_Win-back,3430,139,6,60.24,227.26
2024-05-28,Display,Contextual_Targeting,11271,57,0,18.22,0.0
2024-06-01,Search,Competitor_Terms,1251,80,6,167.16,380.9
2024-06-01,Email,Promo_Flash_Sale,2421,87,5,42.54,730.96
2024-06-01,Display,Banner_Homepage,8865,21,0,7.18,0.0
2024-06-01,Social,Retargeting_TikTok,6623,76,2,104.96,158.74
2024-06-05,Email,Newsletter_Weekly,3383,116,4,56.39,246.46
2024-06-05,Social,Influencer_Collab,9149,82,3,95.92,168.71
2024-06-05,Display,Lookalike_Audience,12389,59,1,17.08,131.69
2024-06-05,Search,Product_Category,1703,85,5,223.15,447.88
2024-06-08,Search,Brand_Keywords,984,55,5,153.97,748.73
2024-06-08,Social,Brand_Awareness_FB,7929,78,1,91.29,26.03
2024-06-08,Display,Contextual_Targeting,8878,45,0,11.1,0.0
2024-06-08,Email,Promo_Flash_Sale,5161,192,4,39.87,193.89
2024-06-12,Email,Promo_Flash_Sale,2135,95,10,53.74,402.45
2024-06-12,Display,Banner_Homepage,16021,66,0,19.65,0.0
2024-06-12,Search,Brand_Keywords,1414,127,14,340.54,896.19
2024-06-12,Social,Brand_Awareness_FB,8127,134,3,192.61,149.69
2024-06-16,Social,Retargeting_TikTok,7087,51,0,68.14,0.0
2024-06-16,Email,Re-engagement_Win-back,2326,64,4,25.79,497.2
2024-06-16,Display,Lookalike_Audience,7111,31,0,10.38,0.0
2024-06-16,Search,Brand_Keywords,1123,58,6,155.78,403.82
2024-06-20,Search,Product_Category,1179,96,16,245.23,537.75
2024-06-20,Email,Re-engagement_Win-back,2913,62,4,33.78,225.35
2024-06-20,Display,Banner_Homepage,16242,67,0,22.32,0.0
2024-06-20,Social,Influencer_Collab,8820,109,3,134.29,278.86
2024-06-23,Email,Re-engagement_Win-back,2063,57,5,30.3,461.85
2024-06-23,Social,Brand_Awareness_FB,6843,59,1,68.25,65.25
2024-06-23,Display,Lookalike_Audience,9846,49,0,14.85,0.0
2024-06-23,Search,Brand_Keywords,685,60,4,121.88,153.53
2024-06-27,Search,Brand_Keywords,1588,83,5,171.84,314.94
2024-06-27,Display,Remarketing_Cart,10116,31,0,8.16,0.0
2024-06-27,Email,Newsletter_Weekly,2651,60,6,26.5,518.55
2024-06-27,Social,Brand_Awareness_FB,8151,108,2,142.22,272.61
2024-07-01,Search,Long_Tail_Queries,1650,141,17,422.56,2220.31
2024-07-01,Social,Influencer_Collab,6548,58,1,65.08,44.77
2024-07-01,Email,Newsletter_Weekly,2818,119,10,63.65,1128.19
2024-07-01,Display,Lookalike_Audience,15658,53,0,16.19,0.0
2024-07-04,Email,Promo_Flash_Sale,3098,103,7,56.16,1035.09
2024-07-04,Search,Competitor_Terms,1619,106,13,272.59,478.22
2024-07-04,Social,Retargeting_TikTok,10480,105,2,111.98,263.93
2024-07-04,Display,Contextual_Targeting,10131,36,0,9.65,0.0
2024-07-08,Display,Lookalike_Audience,13745,60,0,18.18,0.0
2024-07-08,Social,Retargeting_TikTok,8406,84,3,103.88,104.43
2024-07-08,Search,Brand_Keywords,1156,94,10,269.58,1337.23
2024-07-08,Email,Newsletter_Weekly,2720,112,11,48.67,1410.34
2024-07-12,Social,Brand_Awareness_FB,6510,64,1,65.5,35.32
2024-07-12,Search,Long_Tail_Queries,1286,67,7,163.11,785.64
2024-07-12,Email,Newsletter_Weekly,1856,73,8,43.38,952.84
2024-07-12,Display,Remarketing_Cart,12946,51,0,13.44,0.0
2024-07-16,Search,Competitor_Terms,1313,118,13,253.21,397.93
2024-07-16,Email,Re-engagement_Win-back,1710,73,4,42.69,144.8
2024-07-16,Social,Retargeting_TikTok,7051,63,1,80.3,121.21
2024-07-16,Display,Remarketing_Cart,13640,39,0,9.76,0.0
2024-07-19,Email,Promo_Flash_Sale,1607,64,3,31.36,83.53
2024-07-19,Social,Brand_Awareness_FB,6219,76,1,90.58,116.24
2024-07-19,Display,Lookalike_Audience,8857,39,0,11.18,0.0
2024-07-19,Search,Product_Category,1120,96,11,216.52,357.65
2024-07-22,Display,Banner_Homepage,10040,55,0,18.56,0.0
2024-07-22,Email,Newsletter_Weekly,1591,72,6,32.13,435.53
2024-07-22,Search,Product_Category,3043,176,7,186.74,826.34
2024-07-22,Social,Brand_Awareness_FB,9261,109,3,109.25,149.58
2024-07-25,Search,Competitor_Terms,968,44,5,123.2,664.12
2024-07-25,Email,Promo_Flash_Sale,1840,56,3,23.94,348.71
2024-07-25,Social,Product_Launch_IG,6981,88,2,97.68,201.34
2024-07-25,Display,Banner_Homepage,11259,59,1,18.81,95.61
2024-07-28,Social,Product_Launch_IG,4466,64,2,81.0,234.58
2024-07-28,Search,Competitor_Terms,619,30,4,78.36,233.43
2024-07-28,Email,Re-engagement_Win-back,1231,54,2,21.92,129.67
2024-07-28,Display,Contextual_Targeting,8571,26,0,6.49,0.0
2024-07-31,Search,Competitor_Terms,1432,129,21,321.2,1377.85
2024-07-31,Email,Newsletter_Weekly,1732,55,4,23.8,213.14
2024-07-31,Social,Product_Launch_IG,8942,145,3,185.93,151.06
2024-07-31,Display,Banner_Homepage,10903,53,0,17.96,0.0
2024-08-03,Search,Competitor_Terms,914,49,3,112.43,419.64
2024-08-03,Display,Remarketing_Cart,7683,34,0,10.2,0.0
2024-08-03,Social,Retargeting_TikTok,5079,61,2,60.0,122.79
2024-08-03,Email,Newsletter_Weekly,1430,63,2,37.75,179.68
2024-08-07,Social,Brand_Awareness_FB,5178,53,1,68.98,45.5
2024-08-07,Email,Re-engagement_Win-back,1953,65,3,33.67,342.24
2024-08-07,Display,Remarketing_Cart,10187,36,0,12.58,0.0
2024-08-07,Search,Competitor_Terms,844,52,5,131.24,365.05
2024-08-11,Display,Remarketing_Cart,7319,27,0,6.5,0.0
2024-08-11,Search,Long_Tail_Queries,734,61,7,122.35,947.37
2024-08-11,Social,Brand_Awareness_FB,4108,36,1,51.16,25.44
2024-08-11,Email,Re-engagement_Win-back,1723,44,4,21.29,254.76
2024-08-14,Email,Onboarding_Drip,1608,36,2,15.45,58.11
2024-08-14,Social,Product_Launch_IG,5943,47,0,67.54,0.0
2024-08-14,Display,Lookalike_Audience,12614,60,1,14.87,83.85
2024-08-14,Search,Long_Tail_Queries,1354,105,10,213.76,1210.64
2024-08-17,Search,Long_Tail_Queries,623,42,5,122.94,508.93
2024-08-17,Email,Newsletter_Weekly,1388,49,4,25.6,154.65
2024-08-17,Social,Retargeting_TikTok,4510,62,2,88.87,121.8
2024-08-17,Display,Banner_Homepage,18398,55,0,6.83,0.0
2024-08-21,Social,Brand_Awareness_FB,6905,95,2,94.29,125.07
2024-08-21,Display,Contextual_Targeting,9152,31,0,10.85,0.0
2024-08-21,Email,Newsletter_Weekly,2253,110,8,51.34,760.42
2024-08-21,Search,Competitor_Terms,782,44,4,113.03,580.06
2024-08-25,Social,Retargeting_TikTok,5239,52,1,57.79,91.99
2024-08-25,Search,Long_Tail_Queries,823,70,7,207.87,420.4
2024-08-25,Email,Newsletter_Weekly,1408,64,5,29.89,614.99
2024-08-25,Display,Lookalike_Audience,7509,38,0,10.9,0.0
2024-08-28,Display,Remarketing_Cart,11435,32,0,10.84,0.0
2024-08-28,Social,Influencer_Collab,5088,51,0,68.18,0.0
2024-08-28,Email,Onboarding_Drip,2071,59,2,33.95,142.9
2024-08-28,Search,Product_Category,984,79,13,170.17,877.69
2024-09-01,Email,Newsletter_Weekly,1431,48,4,24.21,102.05
2024-09-01,Search,Brand_Keywords,728,36,3,82.32,274.6
2024-09-01,Social,Retargeting_TikTok,3783,59,1,78.34,118.19
2024-09-01,Display,Lookalike_Audience,5808,16,0,5.68,0.0
2024-09-04,Email,Onboarding_Drip,1530,72,7,37.07,324.87
2024-09-04,Search,Product_Category,904,43,5,111.49,647.61
2024-09-04,Social,Brand_Awareness_FB,6057,46,0,64.1,0.0
2024-09-04,Display,Contextual_Targeting,8396,42,0,13.46,0.0
2024-09-08,Search,Long_Tail_Queries,726,53,8,152.77,653.28
2024-09-08,Email,Re-engagement_Win-back,919,39,3,16.36,191.4
2024-09-08,Social,Product_Launch_IG,3985,64,1,88.96,57.26
2024-09-08,Display,Banner_Homepage,4983,19,0,5.2,0.0
2024-09-12,Display,Contextual_Targeting,7310,33,0,10.74,0.0
2024-09-12,Search,Competitor_Terms,1080,75,11,182.65,1357.57
2024-09-12,Social,Product_Launch_IG,5992,56,1,58.03,85.3
2024-09-12,Email,Re-engagement_Win-back,2030,87,5,46.1,620.27
2024-09-15,Email,Re-engagement_Win-back,1215,53,2,31.33,67.4
2024-09-15,Search,Competitor_Terms,724,53,6,121.45,611.68
2024-09-15,Social,Brand_Awareness_FB,3517,47,0,50.03,0.0
2024-09-15,Display,Contextual_Targeting,6961,23,0,8.04,0.0
2024-09-18,Display,Lookalike_Audience,8503,26,0,6.67,0.0
2024-09-18,Social,Retargeting_TikTok,5096,63,1,81.75,127.59
2024-09-18,Search,Long_Tail_Queries,1078,55,7,131.68,453.36
2024-09-18,Email,Newsletter_Weekly,2147,80,7,40.17,916.68
2024-09-22,Social,Influencer_Collab,4890,41,0,55.22,0.0
2024-09-22,Search,Long_Tail_Queries,653,40,4,112.8,292.36
2024-09-22,Email,Re-engagement_Win-back,3238,109,4,18.78,135.87
2024-09-22,Display,Lookalike_Audience,6471,27,0,7.25,0.0
2024-09-25,Display,Lookalike_Audience,9178,48,0,11.58,0.0
2024-09-25,Email,Promo_Flash_Sale,2074,76,7,32.12,596.34
2024-09-25,Social,Brand_Awareness_FB,6114,74,3,97.7,179.78
2024-09-25,Search,Product_Category,728,52,7,138.77,773.56
2024-09-29,Display,Remarketing_Cart,5046,22,0,5.96,0.0
2024-09-29,Social,Retargeting_TikTok,4209,53,0,62.92,0.0
2024-09-29,Email,Onboarding_Drip,1013,49,3,21.24,335.64
2024-09-29,Search,Product_Category,702,50,4,104.13,352.8
2024-10-03,Email,Newsletter_Weekly,1444,37,3,16.55,142.8
2024-10-03,Social,Influencer_Collab,4730,37,0,52.11,0.0
2024-10-03,Search,Product_Category,971,49,5,129.24,256.79
2024-10-03,Display,Contextual_Targeting,6122,19,0,4.68,0.0
2024-10-07,Email,Onboarding_Drip,5587,142,4,24.88,535.14
2024-10-07,Social,Influencer_Collab,6592,90,1,126.05,104.68
2024-10-07,Display,Remarketing_Cart,8066,36,0,11.54,0.0
2024-10-07,Search,Long_Tail_Queries,880,64,5,145.3,626.45
2024-10-10,Search,Competitor_Terms,1041,75,10,159.0,1320.55
2024-10-10,Social,Product_Launch_IG,4666,66,1,64.44,102.42
2024-10-10,Email,Re-engagement_Win-back,1580,62,6,24.95,223.27
2024-10-10,Display,Lookalike_Audience,10143,46,0,13.62,0.0
2024-10-14,Social,Influencer_Collab,4721,49,0,69.52,0.0
2024-10-14,Email,Newsletter_Weekly,1699,67,6,30.25,735.55
2024-10-14,Display,Lookalike_Audience,6752,30,0,9.78,0.0
2024-10-14,Search,Long_Tail_Queries,1046,51,5,134.92,192.77
2024-10-18,Email,Promo_Flash_Sale,1076,37,3,14.81,89.19
2024-10-18,Search,Long_Tail_Queries,760,58,9,120.07,479.08
2024-10-18,Display,Banner_Homepage,6235,25,0,7.0,0.0
2024-10-18,Social,Influencer_Collab,5649,89,2,107.46,284.98
2024-10-21,Social,Retargeting_TikTok,5188,85,2,93.79,147.53
2024-10-21,Email,Promo_Flash_Sale,1538,73,3,35.91,362.44
2024-10-21,Search,Competitor_Terms,797,67,7,146.69,206.24
2024-10-21,Display,Contextual_Targeting,7986,20,0,5.54,0.0
2024-10-24,Search,Brand_Keywords,796,31,5,81.17,276.68
2024-10-24,Display,Banner_Homepage,6440,16,0,5.36,0.0
2024-10-24,Email,Re-engagement_Win-back,1085,24,2,9.81,79.55
2024-10-24,Social,Product_Launch_IG,6333,98,3,128.94,162.37
2024-10-27,Search,Competitor_Terms,591,33,2,70.66,153.79
2024-10-27,Display,Remarketing_Cart,5396,28,0,7.06,0.0
2024-10-27,Email,Re-engagement_Win-back,807,30,2,12.38,100.66
2024-10-27,Social,Brand_Awareness_FB,3132,51,1,52.32,129.55
2024-10-30,Display,Banner_Homepage,8610,42,0,10.1,0.0
2024-10-30,Email,Onboarding_Drip,1841,42,1,24.58,113.34
2024-10-30,Social,Influencer_Collab,4748,70,2,90.46,101.54
2024-10-30,Search,Brand_Keywords,757,66,8,134.48,380.0
2024-11-02,Display,Banner_Homepage,5695,27,0,7.05,0.0
2024-11-02,Email,Newsletter_Weekly,1791,87,7,42.88,723.16
2024-11-02,Social,Brand_Awareness_FB,4002,59,2,84.07,168.6
2024-11-02,Search,Long_Tail_Queries,574,33,2,74.3,204.2
2024-11-05,Email,Onboarding_Drip,2604,107,9,49.78,448.6
2024-11-05,Social,Product_Launch_IG,5880,48,1,51.54,76.57
2024-11-05,Display,Remarketing_Cart,10468,29,0,9.16,0.0
2024-11-05,Search,Competitor_Terms,835,57,3,138.84,156.06
2024-11-08,Email,Onboarding_Drip,2354,53,2,30.23,164.64
2024-11-08,Social,Product_Launch_IG,5854,58,1,77.8,144.1
2024-11-08,Search,Product_Category,846,70,8,209.7,791.58
2024-11-08,Display,Remarketing_Cart,7980,30,0,8.09,0.0
2024-11-11,Search,Brand_Keywords,1261,75,6,176.88,329.3
2024-11-11,Display,Contextual_Targeting,11169,37,0,12.69,0.0
2024-11-11,Social,Brand_Awareness_FB,6978,103,4,121.25,220.26
2024-11-11,Email,Re-engagement_Win-back,2015,44,5,24.05,440.14
2024-11-15,Display,Lookalike_Audience,12997,33,0,10.59,0.0
2024-11-15,Email,Newsletter_Weekly,2483,112,8,62.49,570.42
2024-11-15,Search,Product_Category,1273,90,11,198.64,1216.41
2024-11-15,Social,Retargeting_TikTok,8655,68,2,76.15,58.18
2024-11-19,Social,Product_Launch_IG,5622,58,1,73.75,117.17
2024-11-19,Search,Brand_Keywords,1323,103,10,298.49,879.46
2024-11-19,Email,Promo_Flash_Sale,2308,72,3,36.85,100.13
2024-11-19,Display,Lookalike_Audience,8478,29,0,8.79,0.0
2024-11-23,Search,Competitor_Terms,908,58,9,146.2,930.69
